filename,fold,target,category,esc10,src_file,take
3-142601-A-21.wav,3,6,sneezing,True,142601,A
1-211527-B-20.wav,1,2,crying_baby,True,211527,B
3-134049-A-1.wav,3,4,rooster,True,134049,A
1-39923-A-1.wav,1,4,rooster,True,39923,A
5-170338-A-41.wav,5,7,chainsaw,True,170338,A
5-193339-A-10.wav,5,1,rain,True,193339,A
1-62850-A-38.wav,1,9,clock_tick,True,62850,A
5-212181-A-38.wav,5,9,clock_tick,True,212181,A
1-31748-A-21.wav,1,6,sneezing,True,31748,A
3-164120-A-11.wav,3,5,sea_waves,True,164120,A
3-132852-A-10.wav,3,1,rain,True,132852,A
1-26222-A-10.wav,1,1,rain,True,26222,A
2-82538-A-21.wav,2,6,sneezing,True,82538,A
2-30322-B-12.wav,2,8,crackling_fire,True,30322,B
4-183487-A-1.wav,4,4,rooster,True,183487,A
4-164064-B-1.wav,4,4,rooster,True,164064,B
1-91359-B-11.wav,1,5,sea_waves,True,91359,B
2-128631-A-21.wav,2,6,sneezing,True,128631,A
1-26806-A-1.wav,1,4,rooster,True,26806,A
5-198411-F-20.wav,5,2,crying_baby,True,198411,F
4-167077-B-20.wav,4,2,crying_baby,True,167077,B
5-231762-A-0.wav,5,0,dog,True,231762,A
1-64398-B-41.wav,1,7,chainsaw,True,64398,B
5-151085-A-20.wav,5,2,crying_baby,True,151085,A
2-68391-A-41.wav,2,7,chainsaw,True,68391,A
1-172649-B-40.wav,1,3,helicopter,True,172649,B
1-39901-B-11.wav,1,5,sea_waves,True,39901,B
5-220026-A-21.wav,5,6,sneezing,True,220026,A
4-157611-A-41.wav,4,7,chainsaw,True,157611,A
3-166422-A-11.wav,3,5,sea_waves,True,166422,A
5-208810-A-11.wav,5,5,sea_waves,True,208810,A
3-140774-A-10.wav,3,1,rain,True,140774,A
4-182368-A-12.wav,4,8,crackling_fire,True,182368,A
1-17150-A-12.wav,1,8,crackling_fire,True,17150,A
1-19898-A-41.wav,1,7,chainsaw,True,19898,A
3-151081-B-20.wav,3,2,crying_baby,True,151081,B
4-161579-A-40.wav,4,3,helicopter,True,161579,A
4-170247-A-12.wav,4,8,crackling_fire,True,170247,A
1-57163-A-38.wav,1,9,clock_tick,True,57163,A
4-160999-A-10.wav,4,1,rain,True,160999,A
4-185575-C-20.wav,4,2,crying_baby,True,185575,C
2-134700-A-38.wav,2,9,clock_tick,True,134700,A
2-117625-A-10.wav,2,1,rain,True,117625,A
3-180256-A-0.wav,3,0,dog,True,180256,A
5-189212-A-12.wav,5,8,crackling_fire,True,189212,A
2-188822-B-40.wav,2,3,helicopter,True,188822,B
3-158476-A-12.wav,3,8,crackling_fire,True,158476,A
3-142593-A-38.wav,3,9,clock_tick,True,142593,A
4-199261-A-0.wav,4,0,dog,True,199261,A
5-210571-A-38.wav,5,9,clock_tick,True,210571,A
5-215658-B-12.wav,5,8,crackling_fire,True,215658,B
3-68630-C-40.wav,3,3,helicopter,True,68630,C
1-81883-A-21.wav,1,6,sneezing,True,81883,A
4-157611-B-41.wav,4,7,chainsaw,True,157611,B
2-137162-A-11.wav,2,5,sea_waves,True,137162,A
1-181071-B-40.wav,1,3,helicopter,True,181071,B
1-60997-A-20.wav,1,2,crying_baby,True,60997,A
2-87781-A-10.wav,2,1,rain,True,87781,A
1-172649-D-40.wav,1,3,helicopter,True,172649,D
1-19898-B-41.wav,1,7,chainsaw,True,19898,B
2-65750-A-1.wav,2,4,rooster,True,65750,A
5-200334-B-1.wav,5,4,rooster,True,200334,B
5-198411-C-20.wav,5,2,crying_baby,True,198411,C
2-50667-A-41.wav,2,7,chainsaw,True,50667,A
5-219379-C-11.wav,5,5,sea_waves,True,219379,C
4-182613-A-11.wav,4,5,sea_waves,True,182613,A
5-219379-B-11.wav,5,5,sea_waves,True,219379,B
4-184575-A-0.wav,4,0,dog,True,184575,A
1-54505-A-21.wav,1,6,sneezing,True,54505,A
1-97392-A-0.wav,1,0,dog,True,97392,A
4-181035-A-38.wav,4,9,clock_tick,True,181035,A
4-191687-A-0.wav,4,0,dog,True,191687,A
4-175945-A-38.wav,4,9,clock_tick,True,175945,A
2-95258-A-1.wav,2,4,rooster,True,95258,A
2-135728-A-38.wav,2,9,clock_tick,True,135728,A
1-187207-A-20.wav,1,2,crying_baby,True,187207,A
5-198411-A-20.wav,5,2,crying_baby,True,198411,A
1-21189-A-10.wav,1,4,rain,True,21189,A
3-137152-A-1.wav,3,4,rooster,True,137152,A
5-198411-E-20.wav,5,2,crying_baby,True,198411,E
5-186924-A-12.wav,5,8,crackling_fire,True,186924,A
3-118658-A-41.wav,3,7,chainsaw,True,118658,A
4-157297-A-21.wav,4,6,sneezing,True,157297,A
4-195497-A-11.wav,4,5,sea_waves,True,195497,A
2-73260-A-10.wav,2,1,rain,True,73260,A
4-164661-A-12.wav,4,8,crackling_fire,True,164661,A
3-141684-A-21.wav,3,6,sneezing,True,141684,A
2-188822-C-40.wav,2,3,helicopter,True,188822,C
3-149189-A-1.wav,3,4,rooster,True,149189,A
3-170377-A-38.wav,3,9,clock_tick,True,170377,A
4-167063-B-11.wav,4,5,sea_waves,True,167063,B
3-157615-A-10.wav,3,1,rain,True,157615,A
4-193480-A-40.wav,4,3,helicopter,True,193480,A
1-29680-A-21.wav,1,6,sneezing,True,29680,A
2-66637-B-20.wav,2,2,crying_baby,True,66637,B
4-182395-A-0.wav,4,0,dog,True,182395,A
2-93030-A-21.wav,2,6,sneezing,True,93030,A
3-150363-A-38.wav,3,9,clock_tick,True,150363,A
4-180380-A-10.wav,4,1,rain,True,180380,A
1-50060-A-10.wav,1,1,rain,True,50060,A
2-140147-A-38.wav,2,9,clock_tick,True,140147,A
3-118657-A-41.wav,3,7,chainsaw,True,118657,A
5-203128-A-0.wav,5,0,dog,True,203128,A
1-172649-C-40.wav,1,3,helicopter,True,172649,C
5-187979-A-21.wav,5,6,sneezing,True,187979,A
4-170247-B-12.wav,4,8,crackling_fire,True,170247,B
2-81731-A-10.wav,2,1,rain,True,81731,A
1-17367-A-10.wav,1,1,rain,True,17367,A
3-147965-A-12.wav,3,8,crackling_fire,True,147965,A
2-130979-A-21.wav,2,6,sneezing,True,130979,A
2-101676-A-10.wav,2,4,rain,True,101676,A
4-207124-A-0.wav,4,0,dog,True,207124,A
5-235671-A-38.wav,5,9,clock_tick,True,235671,A
5-212454-A-0.wav,5,0,dog,True,212454,A
3-154926-A-40.wav,3,3,helicopter,True,154926,A
4-181286-A-10.wav,4,4,rain,True,181286,A
3-118658-B-41.wav,3,7,chainsaw,True,118658,B
5-198411-G-20.wav,5,2,crying_baby,True,198411,G
2-117271-A-0.wav,2,0,dog,True,117271,A
5-213802-A-12.wav,5,8,crackling_fire,True,213802,A
3-116135-A-1.wav,3,4,rooster,True,116135,A
2-77945-B-41.wav,2,7,chainsaw,True,77945,B
3-170015-A-0.wav,3,0,dog,True,170015,A
2-118104-A-21.wav,2,6,sneezing,True,118104,A
1-62849-A-38.wav,1,9,clock_tick,True,62849,A
2-30322-A-12.wav,2,8,crackling_fire,True,30322,A
2-122104-A-0.wav,2,0,dog,True,122104,A
2-72970-A-10.wav,2,1,rain,True,72970,A
5-177957-C-40.wav,5,3,helicopter,True,177957,C
2-122104-B-0.wav,2,0,dog,True,122104,B
3-68630-B-40.wav,3,3,helicopter,True,68630,B
1-61252-A-11.wav,1,5,sea_waves,True,61252,A
1-211527-C-20.wav,1,2,crying_baby,True,211527,C
1-30226-A-0.wav,1,0,dog,True,30226,A
2-73027-A-10.wav,2,1,rain,True,73027,A
2-28314-B-12.wav,2,8,crackling_fire,True,28314,B
3-142605-A-21.wav,3,6,sneezing,True,142605,A
1-60997-B-20.wav,1,2,crying_baby,True,60997,B
3-150979-B-40.wav,3,3,helicopter,True,150979,B
5-177957-A-40.wav,5,3,helicopter,True,177957,A
3-157695-A-0.wav,3,0,dog,True,157695,A
4-208021-A-1.wav,4,4,rooster,True,208021,A
3-150231-A-21.wav,3,6,sneezing,True,150231,A
2-37806-A-40.wav,2,3,helicopter,True,37806,A
2-77945-A-41.wav,2,7,chainsaw,True,77945,A
5-209698-A-38.wav,5,9,clock_tick,True,209698,A
2-114280-A-0.wav,2,0,dog,True,114280,A
5-189237-A-12.wav,5,8,crackling_fire,True,189237,A
5-193473-B-12.wav,5,8,crackling_fire,True,193473,B
5-191131-A-40.wav,5,3,helicopter,True,191131,A
5-200334-A-1.wav,5,4,rooster,True,200334,A
5-188655-A-10.wav,5,1,rain,True,188655,A
4-185619-A-21.wav,4,6,sneezing,True,185619,A
3-143119-A-21.wav,3,6,sneezing,True,143119,A
3-152007-A-20.wav,3,2,crying_baby,True,152007,A
4-179984-A-38.wav,4,9,clock_tick,True,179984,A
3-155312-A-0.wav,3,0,dog,True,155312,A
4-177250-A-10.wav,4,1,rain,True,177250,A
2-50665-A-20.wav,2,2,crying_baby,True,50665,A
1-30344-A-0.wav,1,0,dog,True,30344,A
1-17565-A-12.wav,1,8,crackling_fire,True,17565,A
5-177957-B-40.wav,5,3,helicopter,True,177957,B
3-143933-A-38.wav,3,9,clock_tick,True,143933,A
3-163459-A-0.wav,3,0,dog,True,163459,A
2-141584-A-38.wav,2,9,clock_tick,True,141584,A
3-142006-A-10.wav,3,1,rain,True,142006,A
5-177957-D-40.wav,5,3,helicopter,True,177957,D
4-185575-A-20.wav,4,2,crying_baby,True,185575,A
2-188822-A-40.wav,2,3,helicopter,True,188822,A
5-208624-A-38.wav,5,9,clock_tick,True,208624,A
4-171519-A-21.wav,4,6,sneezing,True,171519,A
5-219342-A-38.wav,5,9,clock_tick,True,219342,A
4-181563-A-12.wav,4,8,crackling_fire,True,181563,A
5-202898-A-10.wav,5,1,rain,True,202898,A
3-118656-A-41.wav,3,7,chainsaw,True,118656,A
4-164021-A-1.wav,4,4,rooster,True,164021,A
2-65747-A-12.wav,2,8,crackling_fire,True,65747,A
2-88724-A-38.wav,2,9,clock_tick,True,88724,A
3-150979-C-40.wav,3,3,helicopter,True,150979,C
3-150979-A-40.wav,3,3,helicopter,True,150979,A
5-221593-A-21.wav,5,6,sneezing,True,221593,A
1-116765-A-41.wav,1,7,chainsaw,True,116765,A
3-152007-B-20.wav,3,2,crying_baby,True,152007,B
2-18766-A-12.wav,2,8,crackling_fire,True,18766,A
3-180977-A-0.wav,3,0,dog,True,180977,A
3-68630-A-40.wav,3,3,helicopter,True,68630,A
1-21935-A-38.wav,1,9,clock_tick,True,21935,A
2-188822-D-40.wav,2,3,helicopter,True,188822,D
5-200461-A-11.wav,5,5,sea_waves,True,200461,A
3-164630-A-11.wav,3,5,sea_waves,True,164630,A
5-201274-A-21.wav,5,6,sneezing,True,201274,A
5-213855-A-0.wav,5,0,dog,True,213855,A
5-198411-D-20.wav,5,2,crying_baby,True,198411,D
5-215658-A-12.wav,5,8,crackling_fire,True,215658,A
2-37806-C-40.wav,2,3,helicopter,True,37806,C
1-7057-A-12.wav,1,8,crackling_fire,True,7057,A
5-170338-B-41.wav,5,7,chainsaw,True,170338,B
1-26143-A-21.wav,1,6,sneezing,True,26143,A
2-107351-A-20.wav,2,2,crying_baby,True,107351,A
5-220027-A-21.wav,5,6,sneezing,True,220027,A
2-133863-A-11.wav,2,5,sea_waves,True,133863,A
4-161127-A-10.wav,4,1,rain,True,161127,A
4-184434-A-21.wav,4,6,sneezing,True,184434,A
2-50668-A-41.wav,2,7,chainsaw,True,50668,A
4-156844-A-21.wav,4,6,sneezing,True,156844,A
3-143929-A-10.wav,3,1,rain,True,143929,A
4-182369-A-12.wav,4,8,crackling_fire,True,182369,A
1-39901-A-11.wav,1,5,sea_waves,True,39901,A
5-208030-A-0.wav,5,0,dog,True,208030,A
1-59513-A-0.wav,1,0,dog,True,59513,A
2-109505-A-21.wav,2,6,sneezing,True,109505,A
4-149294-B-41.wav,4,7,chainsaw,True,149294,B
3-144028-A-0.wav,3,0,dog,True,144028,A
2-96460-A-1.wav,2,4,rooster,True,96460,A
1-17742-A-12.wav,1,8,crackling_fire,True,17742,A
1-29561-A-10.wav,1,1,rain,True,29561,A
1-22694-B-20.wav,1,2,crying_baby,True,22694,B
3-118972-B-41.wav,3,7,chainsaw,True,118972,B
2-71162-A-1.wav,2,4,rooster,True,71162,A
4-59579-A-20.wav,4,2,crying_baby,True,59579,A
4-169127-B-41.wav,4,7,chainsaw,True,169127,B
3-163288-A-1.wav,3,4,rooster,True,163288,A
2-119748-A-38.wav,2,9,clock_tick,True,119748,A
1-43760-A-11.wav,1,5,sea_waves,True,43760,A
4-125929-A-40.wav,4,3,helicopter,True,125929,A
4-185415-A-21.wav,4,6,sneezing,True,185415,A
4-191327-A-38.wav,4,9,clock_tick,True,191327,A
3-142005-A-10.wav,3,1,rain,True,142005,A
1-34119-A-1.wav,1,4,rooster,True,34119,A
4-194754-A-0.wav,4,0,dog,True,194754,A
3-152007-D-20.wav,3,2,crying_baby,True,152007,D
4-164064-A-1.wav,4,4,rooster,True,164064,A
5-185579-B-41.wav,5,7,chainsaw,True,185579,B
